97494113,"[104.5, 6]"
79089948,"[1116.8333333333333, 6]"
83487685,"[291.5, 4]"
91703580,"[860.0, 2]"
138527694,"[478.0, 6]"
362793631,"[716.1666666666666, 6]"
81971204,"[420.0, 2]"
127264062,"[608.1666666666666, 6]"
89699373,"[424.6666666666667, 6]"
167390514,"[528.5, 4]"
171096094,"[624.6666666666666, 6]"
126604881,"[858.0, 4]"
111747192,"[500.8333333333333, 6]"
149155170,"[707.3333333333334, 6]"
185710583,"[210.5, 6]"
85872822,"[149.5, 2]"
198514853,"[896.0, 2]"
16710765,"[766.5, 2]"
70487965,"[352.5, 2]"
