117329309,"[318.0, 4]"
152985237,"[297.90909090909093, 11]"
32812879,"[262.0, 12]"
104246860,"[316.5, 2]"
80718533,"[258.6666666666667, 3]"
58762087,"[343.1666666666667, 6]"
156404497,"[269.75, 8]"
205436003,"[275.9, 10]"
130927010,"[252.72727272727272, 11]"
519770,"[253.83333333333334, 12]"
64041417,"[294.1818181818182, 11]"
198531572,"[303.6666666666667, 12]"
209848885,"[303.4, 10]"
177129466,"[310.1, 10]"
24521769,"[336.0833333333333, 12]"
108686019,"[251.27272727272728, 11]"
83833103,"[245.625, 8]"
192389582,"[277.0, 7]"
57011991,"[311.6, 5]"
253953652,"[255.25, 8]"
87336063,"[332, 1]"
241971139,"[404, 1]"
65495278,"[300, 1]"
860078339,"[297.0, 2]"
175700232,"[431.0, 2]"
95576973,"[400, 1]"
100071079,"[274, 1]"
197892926,"[295.5, 2]"
